双月湾,22.571061,114.909181
巽寮湾,22.680414,114.753776
南昆山国家森林公园,23.634882,113.877946
哈斯塔特小镇,23.18082,114.339684
罗浮山,23.269776,114.044681
惠州西湖,23.095671,114.404632
十里银滩,22.794912,114.719842
大亚湾,22.779619,114.685966
盐洲岛,22.728788,114.948628
平海古城,22.617704,114.877911
南昆山富力养生谷温泉度假别墅,23.5749434079,113.9975018879
秋枫寨旅游区,23.465892,114.30281
尚天然国际温泉小镇,23.7979480478,114.2599351569
红花湖,23.073198,114.378794
三角洲岛,22.630151,114.742287
海龟自然保护区,22.564101,114.911474
鲁冰花童话园,23.79908,114.260062
(驴妈妈旅游网),23.8002999087,114.2595037652
南昆山度假温泉别墅,23.587950623,114.0150296157
林丰温泉度假山庄,23.5917202109,114.0180864996
巽寮湾大海玩家游乐场,22.680068,114.755966
半山豪苑-凉亭,22.6551,114.813
天后宫岭南民俗文化街,22.695998,114.766745
欢乐堡游乐场,22.7642453097,114.9590429279
南湖公园,22.9798698425,114.7376152415
咸泉,22.7507,114.762
漫乐冰雪王国,23.1848144306,114.3374110551
巽寮湾海公园海趣馆,22.6933054996,114.764470929
罗浮山天然温泉中心,23.2989993033,114.0260759195
香溪堡旅游区,23.594017,114.110579
石头河水库,22.6991615295,114.4576584628
二帝宫,22.7089,114.753
汤泉生态旅游渡假村,23.2086121854,114.375060335
双月湾双人沙滩摩托车体验,22.59398,114.895006
百花洲,23.103012,114.40923
银滩水上乐园,22.7999745519,114.729463065
巽寮湾德泽园酒店沙滩,22.670982,114.750199
巽寮湾阳光城堡滨海乐园,22.734,114.751
桃花园,23.0456,114.707
滨海旅游度假区,22.7042174683,114.7677668356
金银滩海滨乐园,22.6710642669,114.7501339675
惠东县城建档案馆,22.9876734417,114.7371241471
冲虚古观,23.269837,114.070337
叶挺将军纪念园,22.86151,114.42761
霞涌,22.774886,114.665282
惠州龙门天然（尚天然）温泉度假村,23.797902,114.258067
川龙瀑布,23.631117,113.884406
万寿古寺,23.7357,114.259
南海洋水母王国,22.692772,114.763396
惠东狮子岛,22.605244,114.849718
观世音菩萨像,23.2761,114.052
鸽子岛,22.84557724,114.8143883634
仙霞瀑布,23.63936,113.871872
双月湾观景台,22.569672,114.911511
大星山炮台,22.5520629883,114.8945556027
蓝田瑶族风情园,23.873234,114.238773
碧水湾温泉度假酒店,23.2790685071,115.0427464147
黑排角,22.633252,114.93395
九龙峰,22.9521484375,114.7929917497
惠东湿地公园,22.7359,114.944
拔云寺故址,23.2948,114.021
新星儿童乐园,23.1706,114.277
119消防主题公园,23.1769,114.297
傅罗休闲谷,23.2262,114.348
博罗县博物馆,23.1688232128,114.2929457285
华首寺,23.26023,114.025903
西来古刹,23.1468830109,115.135980123
乐乐堂童幻天地游乐园(惠东店),22.9808,114.721
三王宫,22.9876,114.72
黄龙古观,23.254572,114.036587
金禧丽景水上世界,22.690971,114.762453
南昆山大观园欢乐水世界,23.619901,114.038689
大辣甲岛,22.581248,114.658775
富力湾水云天古村落,22.793887,114.837722
五矿冰雪王国,23.183251,114.338345
塔山森林公园,23.7213077545,114.2696441571
天后宫,22.696569,114.76592
惠州昆山峡森林海漂流,23.6474838257,114.037341312
长津冰雪大世界,23.2064415383,114.006762732
那里花开主题公园,23.29705,114.078677
九曲桥,23.1004180908,114.4038322396
黄河魂水利风景区,23.733996709,114.2544656078
大观园CS野战场,23.6204,114.035
观音阁镇文体休闲广场,23.4096,114.594
永汉区革命烈士纪念碑,23.5716,113.975
亚婆角海滨旅游区,22.789074,114.735043
情人沙滩,22.7014217377,114.7698190054
三寨谷森林公园,23.60039,113.954971
观背村,23.168463,114.276812
盐洲岛杨屋村海滩,22.7229104272,114.9436255346
古田自然保护区,23.114823,114.80246
盐洲岛湾仔南海湾沙滩,22.7359353897,114.944492226
西班牙风情水上乐园,22.5997508326,114.8892810832
桂峰山,23.817111969,114.0616095146
博罗东山省级森林公园,23.1757,114.313
熊猫黄金海岸,22.78142,114.684656
南昆山川龙峡漂流,23.646454,113.904182
欧美城文化小镇,23.169519,114.434653
龙华旭日古村落,23.201035,114.121444
城门楼,22.6205101013,114.8960040109
嘉义庄,23.6264133453,114.0487621932
九重远眺,23.633931,113.881036
一线天,23.618945,113.860529
惠州博物馆,23.112164,114.424512
南山漂流,22.947949,114.850527
激战鲨鱼岛,23.049,114.718
酥醪观,23.331433,114.013751
朝京门,23.104952,114.411034
永记生态园,23.0466,114.712011
礁石公园,22.793772,114.721572
狮子山观音寺,22.764,114.527
南阳世居,22.849331,114.466653
碧海湾山海峡漂流,22.687582016,114.5189538923
泗洲塔,23.09836,114.403684
望江亭,23.1012134552,114.4127752937
三门岛,22.464538,114.642719
长荣水上乐园,23.4459327569,114.5940092473
海纳号渔人码头,22.5772028892,114.9038971992
象山观音寺,22.8716,114.458
企石镇江滨公园,23.0875,114.037
南昆三寨谷,23.5975,113.956
祖庙,22.8096,114.478
孩子堡儿童乐园,23.5725,113.979
哈乐迪尼儿童乐园（龙溪店）,23.142,114.137
罗浮山玉兰生态农场,23.2774,114.103
三太子宫,22.7993,114.456
楚楚画廊,23.2477966494,114.1492371038
金洋·花海,22.7293290154,114.5352463755
浅澳沙滩,22.5668739169,114.902352284
响水河生态休闲乐园,23.3101959229,114.2090813643
喜洲岛,22.668784,114.614783
皇思扬古围村,23.0340957642,114.9566101514
白盆珠水库,23.0948257446,115.0945625922
观音潭,23.640676,113.860906
狮子峰,23.265338,114.067445
东升岛,22.685665,114.519597
永福寺,23.081314,114.386093
丰渚园,23.105172,114.400487
多祝镇影剧院,23.0324,114.952
惠东县大岭镇千手观音,23.004,114.693
象头山,23.311526,114.407294
流动图书馆(博罗分馆),23.1688192942,114.2929387077
御景峰国家森林公园,23.1962947845,114.7847448405
惠州科技馆,23.113885,114.423209
德泽园白金堤演绎广场,22.6698,114.748
八角亭,22.9824,114.854
龙亨古寺山顶公园,22.7681,114.984
归龙寺,23.2818,115.061
白马埔村文化广场,23.5218,114.343
基督教堂大岭堂,23.0168,114.702
狮朝洞古庙,22.9689,114.713
花果山传奇庄园,22.9947780549,114.6255542126
飞云顶,23.2907180786,114.0461697066
名人蜡像馆,23.1840036873,114.3372508726
金银滩沙滩,22.6707424618,114.751343853
American Tourister(吉之岛店),23.0922048181,114.4356671547
鹰嘴岩,23.276244,114.052216
南海石化城,23.0925362432,114.4270938832
巽寮湾荷花小镇,22.6549713032,114.7655443507
东山森林公园北广场,23.1762,114.309
巽寮湾金海湾酒店私家沙滩,22.673388,114.749276
龙门庄加庄温泉度假村Zhuangjiazhuang Onsen Resort of Longmen,23.6214477297,114.0533158268
五矿哈斯塔特奥地利小镇,23.1806976809,114.3391250913
东方树玫瑰园,23.356,114.250044
地藏王寺,23.1184,113.854
石龙博物馆,23.1174,113.862
巽寮龙腾峡漂流,22.7041,114.777
镇隆影剧院,22.9404,114.318
江畔公园,23.1082,113.865
罗浮山宝田国际度假会议酒店-儿童乐园,23.2783,114.071
惠东县高潭革命文物馆,23.1945,115.317
帕乐菲尔亲子游乐园,23.1216,114.424
法藏精舍,23.2146,113.964
东江纵队纪念馆,23.2704,114.071
宠物公园熊熊屋,22.7997,114.725
森迪王国儿童主题乐园,22.7295,114.538
霞新杨包庙,22.7738,114.668
河滩公园,22.7413,114.524
丰湖书院-凉亭,23.0946,114.403
华罗庚纪念馆,23.0828,114.454
白鹤观,23.2591,114.056
MTRCAFE摩天轮(惠大店),23.1135,114.411
石龙西湖城市公园西区,23.1014,113.871
福隆古塔公园,23.0823,113.977
黄大仙公园,23.0879,114.02
大世界广场,23.0384,114.353
纯阳宝殿,23.2701,114.071
金山湖公园二期,23.0696,114.439
一嗨租车(TPARK公园送车点）,23.0303,114.361
惠东县多祝镇龙岩寺,22.9327,114.875
爱迪儿儿童乐园,23.1202,114.433
云天海原始森林度假村-凉亭,23.6123,113.884
大雄宝殿,22.7999,114.656
高空滑梯,22.6581,114.81
博罗博物馆Boluo Museum,23.7332652172,114.2638971986
御上明珠温泉度假村,23.2705792349,115.0420051284
木村画廊,23.1756097485,114.2993682251
白庙戏剧场,22.609152471,114.898658009
锦鲤恐龙展,23.0895711741,114.4201179682
惠州国画院,23.088266521,114.421814594
惠州滨江公园,22.8729821019,114.3433868649
惠阳大剧院,22.7934974012,114.4606193461
莱蒙水榭湾沙滩,22.783637549,114.756418706
西枝江水上乐园,22.9815541062,114.7077822254
大湖美术馆,23.0941536927,114.4610650492
博艺画廊,22.7897892204,114.4765137302
虎州岛,22.778719,114.677957
香溪湾,23.568126,114.116642
大亚湾婚纱摄影,22.78793,114.69529
罗浮山航天育种基地,23.239128,114.169754
小桂湾风景区,22.686923,114.520095
黄家祠,23.0934314728,114.4074154954
百丘田,22.9550647736,114.7109017124
白云嶂,22.9036750793,114.2672269921
四方山,23.3048152924,114.0062607782
孤山,23.0992507935,114.4009707743
同和生态园,22.6199188232,114.8457353106
下埔滨江公园,23.090119,114.4185
惠州水帘洞漂流,23.7654304504,114.0876168552
金桔自然保护区,22.845158,114.578456
城隍庙,22.6205101013,114.8960041135
七星井,22.617739,114.878206
将军拜佛,23.638325,113.893626
元帅楼将军楼,23.270482,114.069622
东坡亭,23.269719,114.069178
飞来石,23.268442,114.06861
梅山别梦,23.26679,114.07279
平安山生态旅游风景区,23.3199337604,114.3226902321
巽寮极速卡丁车游乐场,22.688599,114.76466
东坡园,23.0997371674,114.4028918639
磨子石景区,22.64741,114.754767
洗药池,23.265504,114.072244
昆山峡漂流,23.632503,114.037131
阿胖多水上乐园,23.182219612,114.2806496467
俄罗斯皇家大马戏,22.680054,114.755961
仙圣宫,22.7182,114.862
白云寺,23.1271,115.207
将军庙,22.619,114.885
黄大吉广场,22.7894,114.951
惠东县宝莲寺,22.9729,114.794
千年龙华古庙,22.9482,114.741
庆云寺,22.8904,114.775
平海影剧院,22.6198,114.883
庙仔园,22.6609,114.84
龙门县龙华镇龙华寺,23.6189,114.202
四方水上乐园,22.6991057196,114.7678335021
年顺画廊,22.991148356,114.7309006481
东沙公祠,23.0994,113.87
延祥古寺,23.2597,114.008
德泽园海尚的士尼乐园,22.6704827743,114.7498626433
金源马赛克厂,23.1695752313,114.250614476
南昆山桦语温泉公寓(原桦语酒店),23.6001420552,114.0141018893
拨云寺,23.2951412201,114.0203937156
万嘉欢水上乐园,23.185455,114.335201
葛洪博物馆,23.1688131054,114.2928456074
供销社同心广场,23.0049,114.715
太阳游乐园,22.9818,114.725
欧仙寺,23.1233,113.876
足球场,23.1373419493,113.978483156
好奇岛儿童乐园（惠州）,22.7646408081,114.9636064214
惠州巽秀剧场,22.692792,114.762705
海螺广场,22.689,114.763
儿童乐园,22.9814,114.72
福生,23.5777,113.978
妙趣多儿童乐园,23.1756,114.31
东莞黄大仙庙,23.0871,114.021
帆影广场,22.7254,114.754
巽寮世方水上乐园,22.7016358477,114.7619885773
龙门影剧院,23.7326889252,114.2642694014
巽寮湾金色沙滩度假酒店,22.6719162976,114.74966703
龙门县图书馆,23.7334320445,114.2639794151
关帝庙,23.1936,114.354
多美丽海洋玉髓,23.2189035432,114.4203866232
鸿运沙场,22.7978,114.923
园洲公墓园,23.1615,114.014
博罗县图书馆福田流动图书室,23.2217370314,113.9762343224
博罗县图书馆杨村流动图书室,23.4317040993,114.474844196
心语花店画廊,23.14443887,114.1415509286
文华影剧院,22.7617386191,114.9681778639
朵拉儿童乐园,23.2188,114.05
金雅画廊,23.1651374707,113.9370133124
莆田文化广场,22.8604,114.634
博艺画廊,22.9890328253,114.7305403959
阿尔贝特乐园,22.9219118781,114.6609759944
鸿锦画廊,23.1309131582,113.968871215
时尚工艺画廊,23.1313475801,113.9696289504
莱茵河原生态农场,23.595085144,114.4019113673
三仙宫,23.6387,113.871
惠东狮朝洞,22.954808,114.716947
惠州南山漂流,22.947912,114.850479
滨江公园水上乐园,23.0899050637,114.419486948
合江樓,23.0974764442,114.4158810022
东升岛,22.679916,114.538988
中惠大酒店-歌剧院,22.7851,114.457
开心宝儿童乐园,23.1381,113.979
时尚公园停车场(入口),23.0313,114.361
石龙举重博物馆,23.1131,113.867
下坑一区六巷,23.043,114.358
小金口文化中心影剧院,23.1773,114.428
下黄村影剧院,23.1493,114.429
岗头村文化广场,23.036,114.137
山和广场,23.0254,114.125
梁屋高头村影剧场,23.129,113.945
莲华庵,23.0905,114.436
金沙湾广场,23.1106,113.881
莲城影剧院,23.0262,114.106
谭公圣庙,22.9796,114.224
二帝宫,23.0989,113.996
水贝村文化广场,23.73,114.24
石崇公园,23.1078,113.975
湖滨公园(湖滨路),23.1143,114.481
基督教迳背福音堂,23.0122,114.1
柏塘文化体育广场,23.3897,114.367
慈悲娘庵,23.2497,114.676
邓氏宗祠,23.0851,113.977
白莲寺,23.2927,115.283
宝石影剧院,23.0788,114.031
红女广场,23.4849,114.529
鉴证英雄世界徽章军品博物馆,23.0615,114.396
谢岗广场,22.9676,114.154
星河歌剧院,22.7855,114.457
善域公园,23.0733,114.028
海韵广场,22.7735,114.663
碧泉水上乐园,22.684,114.512
埔前水族馆,23.1079,114.402
永湖影剧院,22.9472,114.507
幸福宝贝大世界儿童乐园,23.0379,114.354
多喜乐儿童乐园(南湖店),23.0815,114.411
奇幻岛探索乐园(佳兆业店),23.1203,114.425
嗨乐儿童乐园,23.0811,114.41
激战奇轮,23.0924,114.437
惠州体育公园跆拳道总会天天润购物广场分会,23.1941,114.415
金贝儿儿童主题乐园,23.0724,114.437
兴隆体育广场,23.1914,114.419
树阵广场,23.0705,114.435
清湖文化广场,23.0459,114.072
金贝儿冰雪主题乐园,23.0721,114.437
青云社区文化广场,22.9777,114.705
黄塘社区文体广场,23.0924,114.402
咖啡公园,23.0876,114.424
东进农牧文化广场,22.8619,114.626
梦想星剧场,23.0114,114.319
沥林文化广场,22.9831,114.236
浅水湾,22.7811,114.681
旱圹文化广场,22.8727,114.346
下圩广场,22.7535,114.966
七彩滨江公园,23.1547,114.283
关氏武帝祠,23.1694,114.064
儿童乐园,23.1726,114.414
公庄天主堂,23.5394,114.39
法治文化长廊,23.0895,114.446
